i_patient,j_no,U_False_positive,U_Positive,U_Follow_up
74,6,0.70961524,0.242187162,0.634081812
74,7,0.506676525,0.5225657,0.661807709
74,8,0.240240799,0.820898247,0.032741491
74,9,0.842360687,0.27652745,0.496341536
74,10,0.602817176,0.323442676,0.248425133
74,11,0.168905723,0.135927439,0.068193696
74,12,0.429066898,0.902029498,0.539549576
74,13,0.980852774,0.377139173,0.891175363
74,14,0.189954606,0.60136146,0.969579426
74,15,0.5868516,0.148205337,0.442578957
74,16,0.777170367,0.685670351,0.715453234
74,17,0.489993992,0.676340501,0.711997346
74,18,0.192183848,0.547738934,0.953628138
74,19,0.320851661,0.573157898,0.331251044
74,20,0.951883422,0.869243217,0.057672481
74,21,0.711985572,0.721618218,0.850492503
74,22,0.328551343,0.983664854,0.621529527
74,23,0.649760529,0.469435185,0.639696131
74,24,0.469881247,0.075666031,0.233371889
74,25,0.606753415,0.34746768,0.483998881
74,26,0.011950348,0.030935539,0.950232471
75,1,0.78101552,0.334691679,0.474396309
75,2,0.16970043,0.151121779,0.760670743
75,3,0.811711602,0.074192095,0.719511048
75,4,0.393307789,0.99288955,0.258627329
75,5,0.163497913,0.083286337,0.137596843
75,6,0.283632604,0.283554761,0.427190531
75,7,0.042908631,0.424430106,0.550785413
75,8,0.107603587,0.4439117,0.595564585
75,9,0.064399444,0.198982023,0.982964346
75,10,0.150272096,0.739073026,0.060556521
75,11,0.900950268,0.792368719,0.597924562
75,12,0.639614459,0.624823413,0.878240716
75,13,0.037982878,0.335754137,0.409461465
75,14,0.946687888,0.838715811,0.036098274
75,15,0.890236606,0.895931856,0.677913188
75,16,0.714530834,0.167752466,0.480387136
75,17,0.428378642,0.528399327,0.746397779
75,18,0.278182874,0.172302026,0.23935642
75,19,0.005788119,0.826242852,0.730473489
75,20,0.269164501,0.442531793,0.524223489
75,21,0.486527229,0.422352315,0.369223734
75,22,0.735824828,0.816506234,0.747895509
75,23,0.924322499,0.001093692,0.596817991
75,24,0.421520694,0.586094983,0.086075006
75,25,0.481544085,0.372321104,0.088764019
75,26,0.013165117,0.135075876,0.127858537
76,1,0.005003173,0.624864511,0.447136325
76,2,0.001990876,0.700223663,0.002213278
76,3,0.021155092,0.842297588,0.658364063
76,4,0.503282896,0.837185933,0.206865823
76,5,0.519868134,0.966877882,0.180811694
76,6,0.458008355,0.787766833,0.98071596
76,7,0.535252471,0.667223351,0.480834284
76,8,0.687412952,0.228354785,0.284580215
76,9,0.055484119,0.832324931,0.109997093
76,10,0.625195098,0.972528623,0.084059859
76,11,0.906646135,0.618338496,0.524482026
76,12,0.112592094,0.989636366,0.817175906
76,13,0.301141239,0.345987081,0.795941421
76,14,0.478631515,0.7999666,0.271036677
76,15,0.121968341,0.929024607,0.832866871
76,16,0.894050594,0.575663101,0.808556129
76,17,0.129546705,0.007915989,0.566396025
76,18,0.928505909,0.1892752,0.534617367
76,19,0.960470694,0.020103211,0.896724532
76,20,0.819699406,0.713685404,0.22991494
76,21,0.10018443,0.39482573,0.487757987
76,22,0.862203968,0.007413341,0.174560224
76,23,0.684634159,0.112242392,0.474493786
76,24,0.81027517,0.475964002,0.035530654
76,25,0.243119009,0.370829477,0.506695717
76,26,0.041761116,0.109888329,0.515989545
77,1,0.045836634,0.440463448,0.285875219
77,2,0.27995211,0.805879202,0.442845338
77,3,0.545971258,0.444956873,0.720768495
77,4,0.262292863,0.801637568,0.413109026
77,5,0.770382154,0.037575641,0.956947299
77,6,0.259956327,0.818236625,0.939666898
77,7,0.958505473,0.646135652,0.03802018
77,8,0.076418858,0.271833404,0.758999183
77,9,0.624409625,0.710260988,0.50059122
77,10,0.219378649,0.249250409,0.556711086
77,11,0.716214463,0.270283328,0.380630053
77,12,0.750752779,0.873600178,0.651673296
77,13,0.082335271,0.766837892,0.898476211
77,14,0.69019008,0.196262597,0.349810806
77,15,0.534786785,0.77167375,0.807285801
77,16,0.484230106,0.598757737,0.935549241
77,17,0.225451923,0.313800673,0.366899557
77,18,0.397429281,0.263757394,0.013447899
77,19,0.733083841,0.916254424,0.195990954
77,20,0.467953021,0.731470366,0.967346851
77,21,0.183360657,0.143323056,0.906044782
77,22,0.713080479,0.554706959,0.53644317
77,23,0.384102785,0.579278065,0.294235787
77,24,0.289554365,0.781981978,0.450343931
77,25,0.853674848,0.725417182,0.639401692
77,26,0.939827762,0.15808522,0.40639828
78,1,0.794345837,0.200489882,0.994852467
78,2,0.721178132,0.132454101,0.163819428
78,3,0.188993102,0.41774958,0.149799046
78,4,0.723656213,0.124957548,0.771576946
78,5,0.997443413,0.421462992,0.988679218
78,6,0.693385329,0.93712331,0.388252473
78,7,0.82814201,0.18760775,0.811705167
78,8,0.757857426,0.544087248,0.904584409
78,9,0.241237722,0.039454038,0.989273112
78,10,0.993233937,0.20782284,0.201928349
78,11,0.476788182,0.999033784,0.198390627
78,12,0.70922353,0.662554418,0.800181256
78,13,0.608794473,0.079462394,0.875830194
78,14,0.386194259,0.366012861,0.166181577
78,15,0.893022844,0.328910589,0.274478439
78,16,0.999503409,0.444877125,0.085327086
78,17,0.836835337,0.783011595,0.886779122
78,18,0.287351419,0.910506807,0.602125606
78,19,0.985905885,0.213338032,0.001639645
78,20,0.794502647,0.110223019,0.245458233
78,21,0.195766198,0.223820453,0.355646137
78,22,0.688725521,0.468955514,0.612370677
78,23,0.263673983,0.320917542,0.273573346
78,24,0.367954153,0.29806059,0.28717904
78,25,0.654757766,0.733539366,0.805885687
78,26,0.576274837,0.515310463,0.877479644
79,1,0.833052248,0.473675688,0.002765219
79,2,0.070700027,0.728170851,0.941472565
79,3,0.334935582,0.755015265,0.615701764
79,4,0.429286539,0.690791277,0.1593701
79,5,0.797270911,0.794561241,0.474398615
79,6,0.87531346,0.690343834,0.978843286
79,7,0.614719169,0.389834918,0.513535903
79,8,0.793716474,0.179312231,0.178075175
79,9,0.649511261,0.888896468,0.161455567
79,10,0.075959216,0.707276686,0.64135224
79,11,0.917144729,0.773136154,0.991058628
79,12,0.503360952,0.738709389,0.078165571
79,13,0.122596008,0.295094628,0.964177309
79,14,0.096425171,0.738422007,0.004544216
79,15,0.737794087,0.292745009,0.716052954
79,16,0.317186575,0.989985357,0.710894482
79,17,0.510991893,0.707837024,0.789795794
79,18,0.041318758,0.282244558,0.696865695
79,19,0.839403471,0.858685081,0.330109279
79,20,0.013674808,0.161706538,0.965040266
79,21,0.351058048,0.203544395,0.508022422
79,22,0.857627252,0.70423431,0.266747153
79,23,0.875050161,0.302065255,0.46143139
79,24,0.684044422,0.139749823,0.403318546
79,25,0.122037162,0.504738382,0.746562817
79,26,0.753669952,0.424510817,0.097992902
80,1,0.45421669,0.443135492,0.731756832
80,2,0.105591882,0.657868786,0.718903122
80,3,0.055233873,0.314130412,0.813252045
80,4,0.889892954,0.902785275,0.497282013
80,5,0.0544136,0.33922124,0.977874936
80,6,0.277584221,0.313701505,0.997920527
80,7,0.458241856,0.552181884,0.096484828
80,8,0.27587474,0.772917052,0.353572532
80,9,0.191926162,0.049985372,0.390897061
80,10,0.368501715,0.688734647,0.749206214
80,11,0.250229711,0.788572105,0.055205492
80,12,0.158979127,0.048532927,0.982430589
80,13,0.85123767,0.199318585,0.621009774
80,14,0.567903303,0.350317279,0.411601587
80,15,0.911731626,0.606898069,0.656852746
80,16,0.36251468,0.030743754,0.68362084
80,17,0.451426378,0.014878536,0.653005943
80,18,0.378099185,0.32981902,0.586262353
80,19,0.167404778,0.395345141,0.519433812
80,20,0.845250024,0.212057649,0.508613524
80,21,0.901944751,0.462639965,0.759732047
80,22,0.550097962,0.041928479,0.446202796
80,23,0.38791417,0.620757212,0.389147184
80,24,0.500533331,0.211356978,0.952120968
80,25,0.50829623,0.873388906,0.125707725
80,26,0.925042629,0.765129101,0.743095011
81,1,0.953383169,0.882124014,0.337490241
81,2,0.13696731,0.460893729,0.940012126
81,3,0.296213708,0.592192749,0.109606045
81,4,0.064882753,0.997940155,0.657188979
81,5,0.6347698,0.627490133,0.628664658
81,6,0.314229305,0.564124736,0.775579888
81,7,0.522404042,0.351444256,0.547206542
81,8,0.796485497,0.303412916,0.58194936
81,9,0.791403506,0.783791465,0.081701475
81,10,0.641686583,0.601558393,0.297327523
81,11,0.306575327,0.056406379,0.003646722
81,12,0.970183989,0.773373244,0.577913954
81,13,0.058885729,0.069872349,0.210976156
81,14,0.264223219,0.553962666,0.642807319
81,15,0.938937627,0.671357783,0.709035706
81,16,0.284544661,0.551967837,0.755956198
81,17,0.428956258,0.766351582,0.343404679
81,18,0.425295754,0.163994398,0.846726981
81,19,0.301029288,0.13425829,0.318509791
81,20,0.948504482,0.492137453,0.166075726
81,21,0.473482134,0.490667125,0.931973264
81,22,0.425160513,0.379530559,0.917072389
81,23,0.518060141,0.739519361,0.902369603
81,24,0.871999613,0.794535622,0.374906381
81,25,0.252226549,0.000870866,0.366414419
81,26,0.846530769,0.823419688,0.435382517
82,1,0.375360449,0.710341286,0.307168332
82,2,0.615341381,0.200871106,0.991265206
82,3,0.216262528,0.944274647,0.904835901
82,4,0.22583433,0.557309851,0.295523996
82,5,0.327303955,0.413063052,0.259917311
82,6,0.431965383,0.515388918,0.784228508
82,7,0.550898507,0.804635339,0.884790724
82,8,0.618015073,0.399067777,0.486458354
82,9,0.507549238,0.041179294,0.497789833
82,10,0.750227638,0.247745192,0.348021501
82,11,0.517736354,0.813061194,0.369089174
82,12,0.027056495,0.640798497,0.123180325
82,13,0.380113433,0.325174156,0.572317761
82,14,0.982288381,0.915384575,0.517475305
82,15,0.405256168,0.458491651,0.912162193
82,16,0.760349651,0.504998244,0.559359222
82,17,0.119137596,0.650382806,0.224348887
82,18,0.229408513,0.144353201,0.848619726
82,19,0.322165768,0.434051302,0.954596778
82,20,0.554231743,0.525571148,0.756015577
82,21,0.908048365,0.761026359,0.297384251
82,22,0.138687254,0.442693183,0.554142232
82,23,0.295773264,0.139415782,0.487725758
82,24,0.755866466,0.876373302,0.058222771
82,25,0.777754894,0.438614643,0.469189895
82,26,0.459346304,0.590470305,0.376980067
83,1,0.394080322,0.631109131,0.28367676
83,2,0.33107942,0.610649794,0.339797463
83,3,0.91052771,0.896176868,0.775073939
83,4,0.614251927,0.816847002,0.117359704
83,5,0.349791023,0.518776345,0.439939162
83,6,0.633562232,0.321422151,0.565204257
83,7,0.532864584,0.346677979,0.3243657
83,8,0.726167962,0.315579072,0.522077238
83,9,0.139486477,0.662108897,0.442895042
83,10,0.173615385,0.797853219,0.590830647
83,11,0.156791156,0.339603102,0.595251173
83,12,0.499246293,0.777657732,0.271492932
83,13,0.968866536,0.692357984,0.457805116
83,14,0.487562143,0.725912974,0.312139405
83,15,0.39659943,0.070811,0.652834482
83,16,0.705154554,0.353344025,0.5528527
83,17,0.426020651,0.583787159,0.059980243
83,18,0.238462054,0.963649681,0.748782757
83,19,0.149931994,0.693841822,0.948769685
83,20,0.737194692,0.815512759,0.439391348
83,21,0.337162259,0.853647528,0.177223454
83,22,0.38620175,0.239081214,0.743173174
83,23,0.963985009,0.972923553,0.093329574
83,24,0.404942954,0.887260721,0.107930884
83,25,0.921593938,0.280622728,0.410106523
83,26,0.913368633,0.18227665,0.608929356
84,1,0.382682549,0.417981189,0.585106241
84,2,0.272359674,0.432341055,0.270684407
84,3,0.392831819,0.934326874,0.925367498
84,4,0.007473206,0.65211545,0.983915172
84,5,0.721419055,0.495618158,0.80869025
84,6,0.454726184,0.506719136,0.306545198
84,7,0.768859427,0.108511497,0.635026999
84,8,0.71291143,0.274855832,0.084118751
84,9,0.664891695,0.80497469,0.993345388
84,10,0.483898662,0.219673103,0.031881489
84,11,0.927430542,0.857429745,0.075948182
84,12,0.302268172,0.036177994,0.066297303
84,13,0.670014886,0.651174302,0.653841526
84,14,0.670182135,0.630765241,0.015145861
84,15,0.299804095,0.132743438,0.864304134
84,16,0.527418621,0.200502539,0.140097301
84,17,0.665400905,0.6897487,0.163333984
84,18,0.484490357,0.102967836,0.355944273
84,19,0.125100783,0.984782364,0.901982117
84,20,0.037552676,0.952134572,0.026130123
84,21,0.957009855,0.706057884,0.240344436
84,22,0.655992396,0.786339229,0.805903909
84,23,0.456939618,0.27596102,0.386313806
84,24,0.781706577,0.50387289,0.91652221
84,25,0.910873025,0.523253461,0.57437282
84,26,0.287848374,0.786892099,0.976095
85,1,0.931524175,0.063041741,0.21314824
85,2,0.768677902,0.047916407,0.262442
85,3,0.566948147,0.087132767,0.624692388
85,4,0.996530855,0.788436386,0.388170773
85,5,0.86546783,0.721712069,0.068638714
85,6,0.994241266,0.395300923,0.651223353
85,7,0.310416432,0.204499189,0.279232522
85,8,0.29745294,0.87595994,0.874387737
85,9,0.414341051,0.967587333,0.872871433
85,10,0.966414181,0.71635969,0.683317503
85,11,0.028664885,0.677322621,0.655483877
85,12,0.863693457,0.811841893,0.915442374
85,13,0.086306798,0.110112892,0.94554384
85,14,0.494428396,0.469880532,0.183912118
85,15,0.359905835,0.515921014,0.815477232
85,16,0.027257745,0.009597485,0.131937763
85,17,0.605962003,0.924002333,0.49193375
85,18,0.460839589,0.432471011,0.918394341
85,19,0.234228485,0.863249721,0.813611123
85,20,0.25873399,0.562331654,0.59221148
85,21,0.141703493,0.123577436,0.328973426
85,22,0.19228114,0.604201573,0.975606872
85,23,0.085200519,0.276736869,0.398032542
85,24,0.291683736,0.490227974,0.103255363
85,25,0.480290698,0.969628205,0.526959817
85,26,0.067734271,0.040049697,0.687560382
86,1,0.482456749,0.231710192,0.279410931
86,2,0.246640893,0.767151028,0.213638852
86,3,0.451483645,0.38337438,0.282916492
86,4,0.327056981,0.997678591,0.619808572
86,5,0.042675042,0.053301237,0.798633691
86,6,0.698208315,0.607793518,0.158420016
86,7,0.767474349,0.605914462,0.660920029
86,8,0.026161782,0.079722352,0.123994502
86,9,0.025777027,0.210900968,0.213102678
86,10,0.370301429,0.226198959,0.484444446
86,11,0.352761552,0.07230364,0.561350171
86,12,0.845858364,0.297792951,0.884863338
86,13,0.519624097,0.319276093,0.991892322
86,14,0.384304578,0.919425223,0.693135355
86,15,0.416002305,0.1342178,0.81534938
86,16,0.480736027,0.447223568,0.613591582
86,17,0.961480259,0.762437528,0.378135803
86,18,0.445344617,0.357845635,0.764400182
86,19,0.051022134,0.548213033,0.110500019
86,20,0.64851419,0.668863536,0.381562692
86,21,0.757767177,0.722768276,0.127259218
86,22,0.865950808,0.291218543,0.269691491
86,23,0.352418935,0.419652582,0.663857246
86,24,0.159743011,0.572777834,0.897958448
86,25,0.864187404,0.174942631,0.601744902
86,26,0.594162808,0.346008725,0.922704486
87,1,0.581549264,0.097891054,0.724069974
87,2,0.558037377,0.427342282,0.477369099
87,3,0.230529787,0.562691007,0.130496639
87,4,0.081214256,0.359406748,0.980613064
87,5,0.68875214,0.865231326,0.439939578
87,6,0.136349677,0.264608148,0.730634242
87,7,0.243820194,0.025687539,0.170380741
87,8,0.507829579,0.243206331,0.665173531
87,9,0.145973278,0.087189263,0.15929539
87,10,0.475174685,0.70389777,0.596926973
87,11,0.738307003,0.000400512,0.754231717
87,12,0.510754222,0.141849223,0.132333152
87,13,0.463194837,0.402426784,0.034642412
87,14,0.866945285,0.16900987,0.102828007
87,15,0.450017514,0.799689075,0.522766502
87,16,0.796460082,0.866569818,0.830633603
87,17,0.662928385,0.406696767,0.189112337
87,18,0.524775627,0.86875133,0.394280717
87,19,0.897445145,0.421854719,0.965844621
87,20,0.928408982,0.883413927,0.652365749
87,21,0.407630131,0.956377353,0.624634229
87,22,0.221790276,0.415949616,0.62324989
87,23,0.038732869,0.141038747,0.458163333
87,24,0.639832105,0.412482752,0.069303661
87,25,0.806195939,0.175598589,0.114876513
87,26,0.972007185,0.272964353,0.302146066
88,1,0.186936642,0.60250658,0.273014677
88,2,0.485482255,0.935341099,0.530373986
88,3,0.066838608,0.343065487,0.336570977
88,4,0.570788343,0.959849368,0.409874606
88,5,0.603794938,0.158948589,0.642212223
88,6,0.871144608,0.600186615,0.762162655
88,7,0.533054904,0.650002605,0.000982278
88,8,0.314858441,0.964824712,0.856209954
88,9,0.918069085,0.676316884,0.577512582
88,10,0.285433229,0.369978189,0.716802708
88,11,0.594945932,0.170908209,0.5972899
88,12,0.753272072,0.13736083,0.044383133
88,13,0.506733867,0.019946119,0.700758678
88,14,0.185882779,0.291360801,0.195939213
88,15,0.446863317,0.631931422,0.405424173
88,16,0.247335421,0.650363084,0.670398856
88,17,0.436036212,0.855810332,0.506068866
88,18,0.629657073,0.236527384,0.167537167
88,19,0.409943139,0.623630552,0.214538727
88,20,0.365938406,0.54824733,0.9588257
88,21,0.992293229,0.8370767,0.742994645
88,22,0.683247657,0.500000965,0.517379338
88,23,0.669525875,0.002578463,0.232502415
88,24,0.144949335,0.80452397,0.681487036
88,25,0.122621248,0.240665606,0.363152749
88,26,0.507798532,0.428571075,0.3417819
89,1,0.382198455,0.437472177,0.873418235
89,2,0.937698411,0.157305666,0.40691284
89,3,0.669023326,0.501692961,0.50367218
89,4,0.222302554,0.232983968,0.325980972
89,5,0.992371548,0.540297051,0.187448577
89,6,0.303277117,0.547623341,0.673909088
89,7,0.977380422,0.485260832,0.103104508
89,8,0.273445543,0.652442891,0.12784821
89,9,0.082099753,0.424180225,0.853187746
89,10,0.430347695,0.159131761,0.655336777
89,11,0.144115842,0.75471924,0.081301783
89,12,0.203375747,0.850495845,0.349512862
89,13,0.347514544,0.627714887,0.265802884
89,14,0.963642725,0.775000758,0.98906004
89,15,0.047404384,0.006452078,0.467380494
89,16,0.564365706,0.805632893,0.403710899
89,17,0.728704223,0.146211906,0.077645842
89,18,0.198800769,0.548333042,0.357174544
89,19,0.838397959,0.667334869,0.157219324
89,20,0.406730202,0.997022677,0.509814636
89,21,0.650702734,0.468737164,0.253734753
89,22,0.861788331,0.15740547,0.157961035
89,23,0.952143525,0.604271739,0.440880481
89,24,0.194096383,0.532441319,0.077378864
89,25,0.429535496,0.09651031,0.903097902
89,26,0.232431047,0.509345391,0.078116129
90,1,0.464720247,0.150187074,0.153955954
90,2,0.895582171,0.19166086,0.006338408
90,3,0.448262966,0.785905047,0.24204235
90,4,0.210025497,0.74956395,0.366843061
90,5,0.700230979,0.40703743,0.898444204
90,6,0.823310852,0.46403703,0.266136347
90,7,0.202828348,0.944256925,0.02929258
90,8,0.809141112,0.706421728,0.151080756
90,9,0.876623214,0.526501217,0.777830688
90,10,0.874071243,0.565446025,0.422296554
90,11,0.194873463,0.284012406,0.734460112
90,12,0.418376656,0.521304469,0.425662514
90,13,0.594445357,0.13866721,0.10001496
90,14,0.30970691,0.917991895,0.412324805
90,15,0.546949693,0.718432785,0.941633806
90,16,0.103929301,0.967781554,0.241490992
90,17,0.842367335,0.134337179,0.207345904
90,18,0.40594408,0.807831568,0.526102821
90,19,0.127551588,0.006060877,0.909908844
90,20,0.189626331,0.074732976,0.161521905
90,21,0.624543044,0.321110064,0.69821384
90,22,0.486888718,0.527082948,0.628298412
90,23,0.563170524,0.152011138,0.655471786
90,24,0.156334443,0.614922877,0.15373026
90,25,0.729977456,0.183406426,0.66049804
90,26,0.734453097,0.601777563,0.73785066
91,1,0.512492453,0.799020213,0.608134476
91,2,0.912680887,0.782054477,0.748816984
91,3,0.985725328,0.147165364,0.507327537
91,4,0.332581989,0.257796417,0.781169024
91,5,0.994160289,0.049410876,0.795857134
91,6,0.856859065,0.812133246,0.146710029
91,7,0.618001862,0.560729115,0.82595746
91,8,0.442456053,0.926769525,0.936548252
91,9,0.257210899,0.600568288,0.307032385
91,10,0.350736088,0.577446438,0.986711491
91,11,0.860763793,0.56111925,0.295917588
91,12,0.885494548,0.625353694,0.62113904
91,13,0.474678873,0.255498721,0.783144002
91,14,0.857398261,0.681601783,0.479774585
91,15,0.925340313,0.207775665,0.990039757
91,16,0.872120344,0.416655065,0.687207399
91,17,0.620898176,0.649077943,0.669917838
91,18,0.777117157,0.621644341,0.451226753
91,19,0.080946979,0.902103251,0.070478373
91,20,0.695860005,0.540969082,0.833771284
91,21,0.710750679,0.817832191,0.36702865
91,22,0.6044655,0.868978199,0.696775103
91,23,0.227461099,0.578115831,0.880494247
91,24,0.381437171,0.679323189,0.750253866
91,25,0.101740667,0.090167409,0.706570084
91,26,0.984786705,0.199847213,0.331029013
92,1,0.280118402,0.097756572,0.76990975
92,2,0.010500372,0.526854331,0.424657566
92,3,0.650812804,0.089158863,0.439444341
92,4,0.278549962,0.294617534,0.199828989
92,5,0.664383477,0.89208293,0.296725741
92,6,0.713180284,0.998979936,0.886623951
92,7,0.997446421,0.443391785,0.106666073
92,8,0.404812358,0.435090784,0.305051454
92,9,0.714231198,0.80865719,0.245250065
92,10,0.774053383,0.381257794,0.71704742
92,11,0.021688106,0.606439929,0.028934214
92,12,0.452267877,0.601996159,0.534073182
92,13,0.260829445,0.716262622,0.065197455
92,14,0.237656478,0.529795571,0.141526297
92,15,0.760202508,0.997293295,0.92580378
92,16,0.305324444,0.969476192,0.793151603
92,17,0.305466839,0.703494462,0.512620965
92,18,0.796856029,0.465060832,0.560723129
92,19,0.814723763,0.790495244,0.831503374
92,20,0.139193072,0.894343727,0.88923606
92,21,0.332932606,0.236844605,0.694397722
92,22,0.024234398,0.278651787,0.891099923
92,23,0.761136313,0.506119469,0.713219573
92,24,0.782098676,0.874249746,0.544017934
92,25,0.106949901,0.094944639,0.005727646
92,26,0.045705501,0.74578845,0.26892841
93,1,0.378113749,0.063794021,0.344595757
93,2,0.262696138,0.961750561,0.589655423
93,3,0.637749933,0.33100701,0.131699355
93,4,0.6859167,0.43946746,0.70943697
93,5,0.979576165,0.056317102,0.424079675
93,6,0.761533809,0.354746043,0.405012629
93,7,0.993111601,0.552864601,0.814099278
93,8,0.147316201,0.81873463,0.774993229
93,9,0.782233193,0.787690863,0.030669482
93,10,0.561710152,0.383580538,0.185206256
93,11,0.467523063,0.96338706,0.173824434
93,12,0.226957409,0.917947501,0.239759181
93,13,0.249080391,0.684970789,0.717362991
93,14,0.520740262,0.069063622,0.681807295
93,15,0.588094719,0.820296553,0.916058419
93,16,0.309857885,0.654798464,0.04523168
93,17,0.802473834,0.939229955,0.37787408
93,18,0.664620885,0.915740987,0.210281871
93,19,0.056202182,0.126471352,0.448822954
93,20,0.284308202,0.612048531,0.192461956
93,21,0.177158804,0.508898305,0.375328831
93,22,0.841952776,0.572997217,0.261039977
93,23,0.898757312,0.975226712,0.761057056
93,24,0.025515926,0.503259458,0.471948079
93,25,0.230637099,0.258589908,0.518835566
93,26,0.630511078,0.284120411,0.058342331
94,1,0.290046498,0.408983767,0.125395818
94,2,0.122733221,0.823647794,0.128340559
94,3,0.694448983,0.332146304,0.62212865
94,4,0.452985047,0.634877545,0.044263305
94,5,0.695506051,0.982623229,0.909957457
94,6,0.865783968,0.712146084,0.388415855
94,7,0.701614864,0.790755273,0.75962204
94,8,0.155568814,0.95379248,0.592354252
94,9,0.339625519,0.474885948,0.907331522
94,10,0.323048018,0.432192279,0.166172726
94,11,0.89157925,0.239816852,0.827923367
94,12,0.997508142,0.290380809,0.706840182
94,13,0.399320417,0.795154466,0.998600896
94,14,0.342085146,0.553552726,0.610089428
94,15,0.038706897,0.407998317,0.425574519
94,16,0.505365371,0.985005035,0.08917002
94,17,0.539088588,0.191568269,0.415112533
94,18,0.439598252,0.261495773,0.239231481
94,19,0.60769513,0.007629591,0.34819381
94,20,0.778130014,0.11065602,0.988309634
94,21,0.148418132,0.440959848,0.583511159
94,22,0.480282671,0.309036341,0.302453017
94,23,0.796946195,0.981962942,0.07732403
94,24,0.760891913,0.849047337,0.557591633
94,25,0.264931074,0.84200845,0.082254427
94,26,0.673787527,0.901804868,0.348594573
95,1,0.231417847,0.146836636,0.131847741
95,2,0.3943932,0.223474953,0.870057189
95,3,0.817640309,0.570485426,0.617868758
95,4,0.76047654,0.624435356,0.63161478
95,5,0.819411963,0.545146226,0.199255778
95,6,0.112651033,0.627336044,0.403623041
95,7,0.760041855,0.968866913,0.789386149
95,8,0.05968243,0.677299888,0.04765364
95,9,0.09121381,0.269501383,0.464916675
95,10,0.289268044,0.163695385,0.146341363
95,11,0.857553434,0.408795069,0.846468738
95,12,0.688647103,0.567098052,0.150387221
95,13,0.301891649,0.329840726,0.524399645
95,14,0.945986958,0.315260151,0.473723761
95,15,0.503284818,0.07586382,0.130152639
95,16,0.255400931,0.040227182,0.914320266
95,17,0.391005045,0.852229421,0.45921236
95,18,0.486925333,0.874369075,0.94815651
95,19,0.527187057,0.387164265,0.909100867
95,20,0.459596579,0.528686346,0.845779472
95,21,0.742917641,0.186761941,0.021365533
95,22,0.359074165,0.025842669,0.345423062
95,23,0.078732308,0.903940944,0.630201833
95,24,0.077773887,0.649713752,0.027024436
95,25,0.45039891,0.105657774,0.773810863
95,26,0.998062374,0.722745947,0.042411544
96,1,0.642395947,0.62040222,0.582415749
96,2,0.600324236,0.057304601,0.052438272
96,3,0.021406798,0.451560745,0.839708366
96,4,0.116883669,0.884623092,0.187968504
96,5,0.970864037,0.95499601,0.491504382
96,6,0.598090075,0.102718651,0.007787587
96,7,0.29047341,0.980665744,0.826933184
96,8,0.824562963,0.895714639,0.574821956
96,9,0.141442327,0.680156636,0.766644966
96,10,0.23921527,0.68175168,0.077040964
96,11,0.826733286,0.823837526,0.499154499
96,12,0.848493848,0.941220644,0.315966755
96,13,0.541461989,0.652361244,0.508096294
96,14,0.374861185,0.357282618,0.459013239
96,15,0.465471567,0.592818678,0.841737977
96,16,0.022418851,0.25533122,0.16209932
96,17,0.59648226,0.692079188,0.63078243
96,18,0.219888019,0.17783851,0.928535983
96,19,0.665414672,0.293436685,0.415796659
96,20,0.487990265,0.483106239,0.072235811
96,21,0.00349011,0.342504456,0.069576522
96,22,0.838315753,0.058284641,0.931459286
96,23,0.726243363,0.335436836,0.534971754
96,24,0.300114911,0.139192131,0.755055399
96,25,0.357602535,0.336060148,0.053268285
96,26,0.245408501,0.47551395,0.72069765
97,1,0.973632456,0.192771934,0.443785086
97,2,0.819425216,0.838283899,0.988702695
97,3,0.890833441,0.879319375,0.31034909
97,4,0.807778832,0.092933938,0.571606817
97,5,0.438554929,0.276746319,0.918702849
97,6,0.093658709,0.340765856,0.351245873
97,7,0.716980177,0.18263956,0.755309023
97,8,0.664077051,0.279966061,0.18092308
97,9,0.084404573,0.857300211,0.850590491
97,10,0.866256648,0.39429741,0.613956158
97,11,0.233197759,0.019960505,0.360397985
97,12,0.724686292,0.357255955,0.361017179
97,13,0.91365692,0.325197779,0.599061895
97,14,0.836693219,0.87219835,0.666822872
97,15,0.371782696,0.021223537,0.516405839
97,16,0.553805749,0.529599912,0.206384544
97,17,0.095874921,0.000121357,0.989215321
97,18,0.155385179,0.176879036,0.726180647
97,19,0.802046337,0.758055269,0.346119582
97,20,0.852139394,0.611825295,0.580681936
97,21,0.362356847,0.798861922,0.451580052
97,22,0.379383327,0.17845899,0.006000903
97,23,0.826844707,0.828237221,0.061785745
97,24,0.233722433,0.906601585,0.24935605
97,25,0.334461114,0.67842467,0.784779732
97,26,0.218718251,0.861871743,0.850474084
98,1,0.653658907,0.948116345,0.741511746
98,2,0.362027453,0.240763288,0.564510819
98,3,0.779106341,0.729389175,0.074851101
98,4,0.152982754,0.882215246,0.308779018
98,5,0.375418007,0.090489181,0.001154439
98,6,0.418931341,0.048024662,0.330223565
98,7,0.095943403,0.553833449,0.027857418
98,8,0.840500232,0.377701748,0.880873156
98,9,0.106930028,0.90054252,0.911231057
98,10,0.832406107,0.502592257,0.970915199
98,11,0.587383057,0.494996927,0.646535912
98,12,0.839588475,0.721833577,0.982856228
98,13,0.80155063,0.179231853,0.805851656
98,14,0.055844792,0.916030538,0.910502401
98,15,0.245062925,0.01598197,0.041536154
98,16,0.855766524,0.049673201,0.301006899
